Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Retirement Month,Retirement Year,Nameplate Energy Capacity (MWh),DC Net Capacity (MW),Latitude,Longitude
61950,Terra-Gen Operating Co-Solar,10446,SEGS IX,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,GEN1,,92,88,64,Solar Thermal without Energy Storage,SUN,ST,9,1990,10,2024, , ,35.033,-117.338
5347,Dow Chemical Co,52006,LaO Energy Systems,Map,Map,LA,Iberville,MISO,Industrial CHP,GEN4,CC1,76.5,49,49,Natural Gas Fired Combined Cycle,NG,CA,6,1969,10,2024, , ,30.3186,-91.2325
11208,Los Angeles Department of Water & Power,57854,North Hollywood,Map,Map,CA,Los Angeles,LDWP,Commercial Non-CHP,1PT1,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,1,1993,10,2024, , ,34.194444,-118.3903
11208,Los Angeles Department of Water & Power,57854,North Hollywood,Map,Map,CA,Los Angeles,LDWP,Commercial Non-CHP,1PT2,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,1,1993,10,2024, , ,34.194444,-118.3903
11208,Los Angeles Department of Water & Power,57854,North Hollywood,Map,Map,CA,Los Angeles,LDWP,Commercial Non-CHP,1PT3,,1.8,1.8,1.8,Conventional Hydroelectric,WAT,HY,1,1993,10,2024, , ,34.194444,-118.3903
11208,Los Angeles Department of Water & Power,57854,North Hollywood,Map,Map,CA,Los Angeles,LDWP,Commercial Non-CHP,3T1,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,1,1993,10,2024, , ,34.194444,-118.3903
11208,Los Angeles Department of Water & Power,57854,North Hollywood,Map,Map,CA,Los Angeles,LDWP,Commercial Non-CHP,3T2,,0.2,0.2,0.2,Conventional Hydroelectric,WAT,HY,1,1993,10,2024, , ,34.194444,-118.3903
5416,"Duke Energy Carolinas, LLC",2718,G G Allen,Map,Map,NC,Gaston,DUK,Electric Utility,5,,272,259,259,Conventional Steam Coal,BIT,ST,7,1961,9,2024, , ,35.1897,-81.0122
20541,Wheelabrator Environmental Systems,54998,Wheelabrator Portsmouth,Map,Map,VA,Portsmouth City,PJM,Commercial CHP,1410,,20,15.5,15.5,Municipal Solid Waste,MSW,ST,10,1987,7,2024, , ,36.8083,-76.3036
20541,Wheelabrator Environmental Systems,54998,Wheelabrator Portsmouth,Map,Map,VA,Portsmouth City,PJM,Commercial CHP,1420,,20,0,0,Municipal Solid Waste,MSW,ST,3,1987,7,2024, , ,36.8083,-76.3036
20541,Wheelabrator Environmental Systems,54998,Wheelabrator Portsmouth,Map,Map,VA,Portsmouth City,PJM,Commercial CHP,1430,,20,0,0,Municipal Solid Waste,MSW,ST,2,1987,7,2024, , ,36.8083,-76.3036
15248,Portland General Electric Co,60441,Salem Smart Power Center,Map,Map,OR,Marion,PGE,Electric Utility,SSPC,,5,5,5,Batteries,MWH,BA,8,2013,7,2024,5, ,44.922,-123.0183
40215,"Cordova Electric Coop, Inc",789,Orca,Map,Map,AK,Valdez Cordova,,Electric Utility,4,,2.4,2.4,2.4,Petroleum Liquids,DFO,IC,10,1984,6,2024, , ,60.555889,-145.753
3265,Cleco Power LLC,1400,Teche,Map,Map,LA,St Mary,MISO,Electric Utility,3,,348.5,250,250,Natural Gas Steam Turbine,NG,ST,3,1971,6,2024, , ,29.822222,-91.5425
12653,"Lanyard Power Holdings, LLC",1573,Morgantown Generating Plant,Map,Map,MD,Charles,PJM,IPP Non-CHP,5,,65,54,59,Petroleum Liquids,DFO,GT,5,1973,6,2024, , ,38.3592,-76.9767
12653,"Lanyard Power Holdings, LLC",1573,Morgantown Generating Plant,Map,Map,MD,Charles,PJM,IPP Non-CHP,6,,65,54,59,Petroleum Liquids,DFO,GT,5,1973,6,2024, , ,38.3592,-76.9767
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,GT81,G941,278.6,228.8,268.4,Natural Gas Fired Combined Cycle,NG,CT,4,2003,6,2024, , ,42.3908,-71.0675
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,GT82,G941,278.6,230,271,Natural Gas Fired Combined Cycle,NG,CT,4,2003,6,2024, , ,42.3908,-71.0675
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,GT93,G942,278.6,229.9,275.8,Natural Gas Fired Combined Cycle,NG,CT,6,2003,6,2024, , ,42.3908,-71.0675
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,GT94,G942,278.6,229.6,275.4,Natural Gas Fired Combined Cycle,NG,CT,6,2003,6,2024, , ,42.3908,-71.0675
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,ST85,G941,315,244.6,301.2,Natural Gas Fired Combined Cycle,NG,CA,4,2003,6,2024, , ,42.3908,-71.0675
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,Map,Map,MA,Middlesex,ISNE,IPP Non-CHP,ST96,G942,315,250.7,300.8,Natural Gas Fired Combined Cycle,NG,CA,6,2003,6,2024, , ,42.3908,-71.0675
56606,Calpine New Jersey Generation LLC,2379,Carlls Corner,Map,Map,NJ,Cumberland,PJM,IPP Non-CHP,CA1,,41.9,37.6,49.8,Natural Gas Fired Combustion Turbine,NG,GT,4,1973,6,2024, , ,39.4547,-75.2014
56606,Calpine New Jersey Generation LLC,2379,Carlls Corner,Map,Map,NJ,Cumberland,PJM,IPP Non-CHP,CA2,,41.9,39.2,49.8,Natural Gas Fired Combustion Turbine,NG,GT,5,1973,6,2024, , ,39.4547,-75.2014
56606,Calpine New Jersey Generation LLC,8008,Mickleton Station,Map,Map,NJ,Gloucester,PJM,IPP Non-CHP,MICK,,71.2,63.7,78,Natural Gas Fired Combustion Turbine,NG,GT,6,1974,6,2024, , ,39.8119,-75.24903
35,AES WR Ltd Partnership,10678,AES Warrior Run Cogeneration Facility,Map,Map,MD,Allegany,PJM,IPP CHP,GEN1,,229,180,180,Conventional Steam Coal,BIT,ST,8,1999,6,2024, , ,39.595171,-78.74533
7443,City of Graettinger - (IA),1142,Graettinger,Map,Map,IA,Palo Alto,MISO,Electric Utility,4,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,8,1957,5,2024, , ,43.2397,-94.7498
13948,City of Oberlin - (KS),1312,Oberlin (KS),Map,Map,KS,Decatur,SWPP,Electric Utility,1,,1.1,0.9,0.9,Petroleum Liquids,DFO,IC,1,1956,5,2024, , ,39.8217,-100.5289
13948,City of Oberlin - (KS),1312,Oberlin (KS),Map,Map,KS,Decatur,SWPP,Electric Utility,2,,0.8,0.6,0.6,Petroleum Liquids,DFO,IC,1,1954,5,2024, , ,39.8217,-100.5289
13948,City of Oberlin - (KS),1312,Oberlin (KS),Map,Map,KS,Decatur,SWPP,Electric Utility,4,,1.5,1.2,1.2,Petroleum Liquids,DFO,IC,10,1967,5,2024, , ,39.8217,-100.5289
13948,City of Oberlin - (KS),1312,Oberlin (KS),Map,Map,KS,Decatur,SWPP,Electric Utility,5,,2,1.3,1.3,Petroleum Liquids,DFO,IC,8,1973,5,2024, , ,39.8217,-100.5289
13948,City of Oberlin - (KS),1312,Oberlin (KS),Map,Map,KS,Decatur,SWPP,Electric Utility,6,,1.5,1.2,1.2,Petroleum Liquids,DFO,IC,8,1963,5,2024, , ,39.8217,-100.5289
20847,Wisconsin Electric Power Co,4041,South Oak Creek,Map,Map,WI,Milwaukee,MISO,Electric Utility,5,,299.2,242.2,242.2,Conventional Steam Coal,RC,ST,12,1959,5,2024, , ,42.8457,-87.8294
20847,Wisconsin Electric Power Co,4041,South Oak Creek,Map,Map,WI,Milwaukee,MISO,Electric Utility,6,,299.2,253.8,253.8,Conventional Steam Coal,RC,ST,12,1961,5,2024, , ,42.8457,-87.8294
221,"Alaska Village Elec Coop, Inc",6566,Bethel,Map,Map,AK,Bethel,,Electric Utility,6,,2.1,2.1,2.1,Petroleum Liquids,DFO,IC,4,1989,5,2024, , ,60.7897,-161.7878
29297,Pelican Utility,6702,Pelican,Map,Map,AK,Skagway Hoonah Angoon,,Electric Utility,IC8,,0.2,0.2,0.2,Petroleum Liquids,DFO,IC,9,2008,5,2024, , ,57.957197,-136.2201
17697,Southwestern Electric Coop Inc - (IL),7842,Freedom Power Project,Map,Map,IL,Fayette,MISO,Electric Utility,CT1,,71,0,0,Natural Gas Fired Combustion Turbine,NG,GT,6,2000,5,2024, , ,39.103333,-88.85898
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,1,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,10,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,11,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,12,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,13,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,14,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,15,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,16,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,17,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,18,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,19,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,2,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,20,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,21,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,22,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,23,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,24,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,25,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,26,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,27,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,28,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,29,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,3,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,30,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,31,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,32,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,33,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,34,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,35,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,36,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,4,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,5,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,6,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,7,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,8,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
55938,Industrial Power Generating Company LLC,56693,Virginia Beach,Map,Map,VA,Virginia Beach City,PJM,IPP Non-CHP,9,,0.3,0.3,0.3,Landfill Gas,LFG,IC,11,2001,5,2024, , ,36.7858,-76.2019
59774,Crawfordsville Energy LLC,1024,Crawfordsville Power Plant,Map,Map,IN,Montgomery,MISO,IPP Non-CHP,D1,,0.8,0.9,0.9,Petroleum Liquids,DFO,IC,10,1994,4,2024, , ,40.048889,-86.8992
3249,Central Hudson Gas & Elec Corp,2485,South Cairo,Map,Map,NY,Greene,NYIS,Electric Utility,GT1,,21.3,0,0,Petroleum Liquids,KER,GT,6,1970,4,2024, , ,42.291275,-73.98645
58615,NRG Homer City Services LLC,3122,Homer City Generating Station,Map,Map,PA,Indiana,PJM,IPP Non-CHP,1,,660,626.1,631.2,Conventional Steam Coal,BIT,ST,6,1969,4,2024, , ,40.512825,-79.19611
16899,SERRF Joint Powers Authority,50837,Southeast Resource Recovery,Map,Map,CA,Los Angeles,CISO,IPP CHP,GEN1,,35.6,28,26,Municipal Solid Waste,MSW,ST,7,1988,4,2024, , ,33.759236,-118.2399
5347,Dow Chemical Co,52006,LaO Energy Systems,Map,Map,LA,Iberville,MISO,Industrial CHP,GEN1,CC1,57,57,57,Natural Gas Fired Combined Cycle,NG,CA,6,1958,4,2024, , ,30.3186,-91.2325
5347,Dow Chemical Co,52006,LaO Energy Systems,Map,Map,LA,Iberville,MISO,Industrial CHP,GEN5,CC1,76.5,52,65,Natural Gas Fired Combined Cycle,NG,CT,11,1978,4,2024, , ,30.3186,-91.2325
17609,Southern California Edison Co,60699,DESI-1 Battery Energy Storage Facility,Map,Map,CA,Orange,CISO,Electric Utility,DESI1,,2.4,2.4,2.4,Batteries,MWH,BA,12,2016,4,2024,3.9, ,33.799248,-117.8734
17828,City of Springfield - (IL),963,Dallman,Map,Map,IL,Sangamon,MISO,Electric Utility,3,,207.3,159,159,Conventional Steam Coal,BIT,ST,6,1978,3,2024, , ,39.754803,-89.60239
13143,Board of Water Electric & Communications,1167,Muscatine Plant #1,Map,Map,IA,Muscatine,MISO,Electric Utility,8A,,18,14.5,14.5,Conventional Steam Coal,SUB,ST,7,2000,3,2024, , ,41.3917,-91.0569
1278,City of Barron - (WI),4102,Barron,Map,Map,WI,Barron,MISO,Electric Utility,7,,0.8,0.6,0.6,Petroleum Liquids,DFO,IC,3,1944,3,2024, , ,45.40193,-91.84038
11241,Entergy Louisiana LLC,8056,Waterford 1 & 2,Map,Map,LA,St Charles,MISO,Electric Utility,1,,445.5,409.5,411.1,Natural Gas Steam Turbine,NG,ST,7,1975,3,2024, , ,29.998884,-90.47684
6035,"Constellation Power, Inc",55281,Southeast Chicago Energy Project,Map,Map,IL,Cook,PJM,IPP Non-CHP,GT05,,50.9,37,40,Natural Gas Fired Combustion Turbine,NG,GT,6,2002,3,2024, , ,41.7181,-87.5449
6035,"Constellation Power, Inc",55281,Southeast Chicago Energy Project,Map,Map,IL,Cook,PJM,IPP Non-CHP,GT06,,50.9,37,40,Natural Gas Fired Combustion Turbine,NG,GT,6,2002,3,2024, , ,41.7181,-87.5449
6035,"Constellation Power, Inc",55281,Southeast Chicago Energy Project,Map,Map,IL,Cook,PJM,IPP Non-CHP,GT07,,50.9,37,40,Natural Gas Fired Combustion Turbine,NG,GT,6,2002,3,2024, , ,41.7181,-87.5449
6035,"Constellation Power, Inc",55281,Southeast Chicago Energy Project,Map,Map,IL,Cook,PJM,IPP Non-CHP,GT08,,50.9,37,40,Natural Gas Fired Combustion Turbine,NG,GT,6,2002,3,2024, , ,41.7181,-87.5449
6035,"Constellation Power, Inc",55281,Southeast Chicago Energy Project,Map,Map,IL,Cook,PJM,IPP Non-CHP,GT09,,50.9,37,40,Natural Gas Fired Combustion Turbine,NG,GT,6,2002,3,2024, , ,41.7181,-87.5449
6035,"Constellation Power, Inc",55281,Southeast Chicago Energy Project,Map,Map,IL,Cook,PJM,IPP Non-CHP,GT10,,50.9,37,40,Natural Gas Fired Combustion Turbine,NG,GT,6,2002,3,2024, , ,41.7181,-87.5449
6035,"Constellation Power, Inc",55281,Southeast Chicago Energy Project,Map,Map,IL,Cook,PJM,IPP Non-CHP,GT11,,50.9,37,40,Natural Gas Fired Combustion Turbine,NG,GT,6,2002,3,2024, , ,41.7181,-87.5449
6035,"Constellation Power, Inc",55281,Southeast Chicago Energy Project,Map,Map,IL,Cook,PJM,IPP Non-CHP,GT12,,50.9,37,40,Natural Gas Fired Combustion Turbine,NG,GT,6,2002,3,2024, , ,41.7181,-87.5449
57281,University of Cincinnati,57929,East Campus Utility Plant,Map,Map,OH,Hamilton,PJM,Commercial Non-CHP,STG,,1.3,1.2,1.2,Natural Gas Steam Turbine,NG,ST,11,2010,3,2024, , ,39.137935,-84.50495
21554,Seminole Electric Cooperative Inc,136,Seminole (FL),Map,Map,FL,Putnam,SEC,Electric Utility,1,,714.6,626,639,Conventional Steam Coal,BIT,ST,2,1984,1,2024, , ,29.733056,-81.63278
14354,PacifiCorp,294,Copco 1,Map,Map,CA,Siskiyou,PACW,Electric Utility,1,,10,14,14,Conventional Hydroelectric,WAT,HY,1,1918,1,2024, , ,41.978914,-122.3353
14354,PacifiCorp,294,Copco 1,Map,Map,CA,Siskiyou,PACW,Electric Utility,2,,10,14,14,Conventional Hydroelectric,WAT,HY,11,1918,1,2024, , ,41.978914,-122.3353
14354,PacifiCorp,297,Iron Gate,Map,Map,CA,Siskiyou,PACW,Electric Utility,1,,18,18.8,18.8,Conventional Hydroelectric,WAT,HY,2,1962,1,2024, , ,41.932981,-122.4368
2144,Town of Braintree - (MA),1660,Potter Station 2,Map,Map,MA,Norfolk,ISNE,Electric Utility,CC2,POT2,76,62.6,77.6,Natural Gas Fired Combined Cycle,NG,CT,4,1977,1,2024, , ,42.235,-70.9672
2144,Town of Braintree - (MA),1660,Potter Station 2,Map,Map,MA,Norfolk,ISNE,Electric Utility,CC3,POT2,25,15.5,18.5,Natural Gas Fired Combined Cycle,NG,CA,4,1977,1,2024, , ,42.235,-70.9672
14354,PacifiCorp,3028,John C Boyle,Map,Map,OR,Klamath,PACW,Electric Utility,1,,50.3,50.4,50.4,Conventional Hydroelectric,WAT,HY,10,1958,1,2024, , ,42.093611,-122.0703
14354,PacifiCorp,3028,John C Boyle,Map,Map,OR,Klamath,PACW,Electric Utility,2,,48.4,47.6,47.6,Conventional Hydroelectric,WAT,HY,10,1958,1,2024, , ,42.093611,-122.0703
3477,City of Chicopee - (MA),50832,Chicopee Hydroelectric Station,Map,Map,MA,Hampden,ISNE,Electric Utility,1,,1.2,1.2,1.2,Conventional Hydroelectric,WAT,HY,5,1985,1,2024, , ,42.159595,-72.58279
3477,City of Chicopee - (MA),50832,Chicopee Hydroelectric Station,Map,Map,MA,Hampden,ISNE,Electric Utility,2,,1.2,1.2,1.2,Conventional Hydroelectric,WAT,HY,5,1985,1,2024, , ,42.159595,-72.58279
57033,City of Palo Alto,57714,City of Palo Alto,Map,Map,CA,Santa Clara,CISO,Electric Utility,GEN1,,1.1,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,3,2002,1,2024, , ,37.4383,-122.1094
57033,City of Palo Alto,57714,City of Palo Alto,Map,Map,CA,Santa Clara,CISO,Electric Utility,GEN2,,1.1,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,3,2002,1,2024, , ,37.4383,-122.1094
57033,City of Palo Alto,57714,City of Palo Alto,Map,Map,CA,Santa Clara,CISO,Electric Utility,GEN3,,1.1,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,3,2002,1,2024, , ,37.4383,-122.1094
57033,City of Palo Alto,57714,City of Palo Alto,Map,Map,CA,Santa Clara,CISO,Electric Utility,GEN4,,1.1,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,3,2002,1,2024, , ,37.4383,-122.1094
58183,J.R. Simplot Company,58216,J.R. Simplot Company,Map,Map,CA,San Joaquin,CISO,Industrial Non-CHP,1,,4,3.2,3.2,All Other,WH,ST,10,1993,1,2024, , ,37.806944,-121.2775
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E1,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E10,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E11,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E12,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E13,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E14,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E15,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E16,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E17,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E18,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E19,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2015,1,2024, , ,35.674,-78.854
59452,"Ingenco Renewable Development, LLC",59688,Wake County LFG Facility,Map,Map,NC,Wake,CPLE,IPP Non-CHP,E2,,0.3,0.3,0.3,Landfill Gas,LFG,IC,9,2013,1,2024, , ,35.674,-78.854
