"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/04/2013","AQS","370010002","1","6.7","ug/m3 LC","37","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/10/2013","AQS","370010002","1","7.3","ug/m3 LC","41","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/16/2013","AQS","370010002","1","3","ug/m3 LC","17","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/22/2013","AQS","370010002","1","3.7","ug/m3 LC","21","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/28/2013","AQS","370010002","1","21","ug/m3 LC","73","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/03/2013","AQS","370010002","1","6.5","ug/m3 LC","36","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/09/2013","AQS","370010002","1","8.8","ug/m3 LC","49","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/15/2013","AQS","370010002","1","7.8","ug/m3 LC","43","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/21/2013","AQS","370010002","1","5.8","ug/m3 LC","32","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/27/2013","AQS","370010002","1","5","ug/m3 LC","28","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"03/05/2013","AQS","370010002","1","21.8","ug/m3 LC","75","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"03/11/2013","AQS","370010002","1","7.2","ug/m3 LC","40","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"03/17/2013","AQS","370010002","1","12.7","ug/m3 LC","58","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"03/23/2013","AQS","370010002","1","11.1","ug/m3 LC","55","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"03/29/2013","AQS","370010002","1","7","ug/m3 LC","39","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"04/04/2013","AQS","370010002","1","6","ug/m3 LC","33","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"04/10/2013","AQS","370010002","1","12.5","ug/m3 LC","57","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"04/16/2013","AQS","370010002","1","7.1","ug/m3 LC","39","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"04/22/2013","AQS","370010002","1","5","ug/m3 LC","28","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"04/28/2013","AQS","370010002","1","13.2","ug/m3 LC","59","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"05/04/2013","AQS","370010002","1","3.6","ug/m3 LC","20","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"05/10/2013","AQS","370010002","1","11.4","ug/m3 LC","55","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"05/16/2013","AQS","370010002","1","12","ug/m3 LC","56","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"05/22/2013","AQS","370010002","1","8.4","ug/m3 LC","47","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"05/28/2013","AQS","370010002","1","11","ug/m3 LC","55","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"06/03/2013","AQS","370010002","1","4.4","ug/m3 LC","24","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"06/09/2013","AQS","370010002","1","11.4","ug/m3 LC","55","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"06/15/2013","AQS","370010002","1","10","ug/m3 LC","53","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"06/21/2013","AQS","370010002","1","8.5","ug/m3 LC","47","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"06/27/2013","AQS","370010002","1","10.9","ug/m3 LC","54","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"07/03/2013","AQS","370010002","1","3.9","ug/m3 LC","22","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"07/09/2013","AQS","370010002","1","7.3","ug/m3 LC","41","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"07/15/2013","AQS","370010002","1","4.7","ug/m3 LC","26","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"07/21/2013","AQS","370010002","1","8.1","ug/m3 LC","45","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"07/27/2013","AQS","370010002","1","8","ug/m3 LC","44","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"08/02/2013","AQS","370010002","1","9.2","ug/m3 LC","51","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"08/08/2013","AQS","370010002","1","8.7","ug/m3 LC","48","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"08/14/2013","AQS","370010002","1","12","ug/m3 LC","56","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"08/20/2013","AQS","370010002","1","3.7","ug/m3 LC","21","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"08/26/2013","AQS","370010002","1","7.9","ug/m3 LC","44","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"09/01/2013","AQS","370010002","1","10.2","ug/m3 LC","53","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"09/07/2013","AQS","370010002","1","9.2","ug/m3 LC","51","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"09/13/2013","AQS","370010002","1","9.2","ug/m3 LC","51","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"09/19/2013","AQS","370010002","1","9.5","ug/m3 LC","52","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"09/25/2013","AQS","370010002","1","13.2","ug/m3 LC","59","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"10/01/2013","AQS","370010002","1","13","ug/m3 LC","58","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"10/07/2013","AQS","370010002","1","3","ug/m3 LC","17","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"10/13/2013","AQS","370010002","1","3.9","ug/m3 LC","22","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"10/19/2013","AQS","370010002","1","11.7","ug/m3 LC","56","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"10/25/2013","AQS","370010002","1","6.9","ug/m3 LC","38","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"10/31/2013","AQS","370010002","1","18.1","ug/m3 LC","68","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"11/06/2013","AQS","370010002","1","7.4","ug/m3 LC","41","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"11/07/2013","AQS","370010002","1","7.8","ug/m3 LC","43","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"11/12/2013","AQS","370010002","1","7.3","ug/m3 LC","41","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"11/18/2013","AQS","370010002","1","3.2","ug/m3 LC","18","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"11/24/2013","AQS","370010002","1","4.6","ug/m3 LC","26","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"11/30/2013","AQS","370010002","1","16.5","ug/m3 LC","65","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"12/06/2013","AQS","370010002","1","8","ug/m3 LC","44","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"12/12/2013","AQS","370010002","1","6.9","ug/m3 LC","38","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"12/18/2013","AQS","370010002","1","5","ug/m3 LC","28","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"12/24/2013","AQS","370010002","1","4.9","ug/m3 LC","27","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"12/30/2013","AQS","370010002","1","6","ug/m3 LC","33","Hopedale","1","100.0000","88101","PM2.5 - Local Conditions","118","R & P Model 2025 PM2.5 Sequential w/WINS","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/01/2013","AQS","370010002","3","12.5","ug/m3 LC","57","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/02/2013","AQS","370010002","3","6.6","ug/m3 LC","37","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/03/2013","AQS","370010002","3","12.5","ug/m3 LC","57","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/04/2013","AQS","370010002","3","6.2","ug/m3 LC","34","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/05/2013","AQS","370010002","3","8.2","ug/m3 LC","46","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/06/2013","AQS","370010002","3","10.2","ug/m3 LC","53","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/07/2013","AQS","370010002","3","11.1","ug/m3 LC","55","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/08/2013","AQS","370010002","3","16.3","ug/m3 LC","64","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/09/2013","AQS","370010002","3","15.8","ug/m3 LC","63","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/10/2013","AQS","370010002","3","8.2","ug/m3 LC","46","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/11/2013","AQS","370010002","3","7.4","ug/m3 LC","41","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/12/2013","AQS","370010002","3","9.9","ug/m3 LC","52","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/13/2013","AQS","370010002","3","10.3","ug/m3 LC","53","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/14/2013","AQS","370010002","3","8.7","ug/m3 LC","48","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/15/2013","AQS","370010002","3","0.4","ug/m3 LC","2","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/16/2013","AQS","370010002","3","2","ug/m3 LC","11","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/17/2013","AQS","370010002","3","2.7","ug/m3 LC","15","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/18/2013","AQS","370010002","3","6.7","ug/m3 LC","37","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/19/2013","AQS","370010002","3","7.8","ug/m3 LC","43","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/20/2013","AQS","370010002","3","6.5","ug/m3 LC","36","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/21/2013","AQS","370010002","3","7","ug/m3 LC","39","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/22/2013","AQS","370010002","3","3.9","ug/m3 LC","22","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/23/2013","AQS","370010002","3","7","ug/m3 LC","39","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/24/2013","AQS","370010002","3","11.3","ug/m3 LC","55","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/25/2013","AQS","370010002","3","7.8","ug/m3 LC","43","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/26/2013","AQS","370010002","3","16","ug/m3 LC","64","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/27/2013","AQS","370010002","3","17.2","ug/m3 LC","66","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/28/2013","AQS","370010002","3","18.1","ug/m3 LC","68","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/29/2013","AQS","370010002","3","20.1","ug/m3 LC","71","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/30/2013","AQS","370010002","3","6.3","ug/m3 LC","35","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"01/31/2013","AQS","370010002","3","2.7","ug/m3 LC","15","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/01/2013","AQS","370010002","3","4","ug/m3 LC","22","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/02/2013","AQS","370010002","3","4.9","ug/m3 LC","27","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/03/2013","AQS","370010002","3","5.9","ug/m3 LC","33","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/04/2013","AQS","370010002","3","7.2","ug/m3 LC","40","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/05/2013","AQS","370010002","3","11.6","ug/m3 LC","56","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/06/2013","AQS","370010002","3","10.4","ug/m3 LC","53","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/07/2013","AQS","370010002","3","12.9","ug/m3 LC","58","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/08/2013","AQS","370010002","3","4.6","ug/m3 LC","26","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/09/2013","AQS","370010002","3","9.8","ug/m3 LC","52","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/10/2013","AQS","370010002","3","9.8","ug/m3 LC","52","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/11/2013","AQS","370010002","3","5.7","ug/m3 LC","32","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
"02/12/2013","AQS","370010002","3","3.2","ug/m3 LC","18","Hopedale","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","702","PM2.5 SCC w/Correction Factor","15500","Burlington, NC","37","North Carolina","001","Alamance","36.0890040008984","-79.407821"
